,marketSegment,project,street,x,y
114,OCR,THE RAINTREE,BUKIT DRIVE,21475.57489859,36775.548145640003
115,OCR,HUME PARK I,HUME AVENUE,20767.767179800002,37356.058958739998
116,RCR,LANDED HOUSING DEVELOPMENT,MARSHALL ROAD,35466.572971689997,32206.035106310001
117,OCR,EVANIA,UPPER PAYA LEBAR ROAD,33079.17756713,36924.931581459997
118,RCR,LANDED HOUSING DEVELOPMENT,ENG KONG PLACE,20591.071288690001,35058.321378480002
119,OCR,LANDED HOUSING DEVELOPMENT,MERAGI TERRACE,42011.887752330003,36086.288674069999
120,RCR,TRESALVEO,MARYMOUNT TERRACE,28795.957773110001,36987.828335409996
121,OCR,ESPIRA SPRING,LORONG G TELOK KURAU,36575.585649629999,33290.076004580001
122,RCR,RESIDENTIAL APARTMENTS,MARSHALL ROAD,35475.793497979999,32241.47038194
123,RCR,HAIG 162,HAIG ROAD,35298.100397430003,32067.55054233
124,RCR,LAUW AND SONS GARDEN,CLOVER AVENUE,29359.436452330001,37050.602563930002
125,RCR,SEAVIEW PARK,JALAN SEAVIEW,34957.808039500001,31278.61923761
126,OCR,LANDED HOUSING DEVELOPMENT,MERAGI ROAD,42211.125675109997,36280.69734415
127,OCR,ASTON RESIDENCE,JALAN LOYANG BESAR,42599.095791349998,40300.707869919999
128,OCR,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,21212.820173290002,36717.400993260002
129,RCR,THE RED HOUSE,EAST COAST ROAD,35811.452642770003,31945.602374920002
130,OCR,SUNSHINE GRANDEUR,LORONG K TELOK KURAU,36533.815209089997,32819.662724499997
131,OCR,THE EDGEWATER,JALAN LOYANG BESAR,42635.848742190001,40263.27208399
132,RCR,LANDED HOUSING DEVELOPMENT,EVERITT ROAD NORTH,35603.840184599997,32994.81104217
133,OCR,SIGLAP LODGE,UPPER EAST COAST ROAD,38598.09722884,32890.360763050003
134,OCR,EAST SIGNATURE,ELLIOT WALK,38962.91153824,32735.830789810002
135,RCR,CLEMENTI GREEN,CLEMENTI CRESCENT,21264.681273830001,33960.872988390003
136,RCR,THE SERENNO,HAIG ROAD,35167.525855620001,32530.39473292
137,OCR,NATURALIS,LORONG M TELOK KURAU,36382.218223670003,32481.291807639999
138,OCR,THE TEMBUSU,TAMPINES ROAD,34358.296681069999,38237.311341920001
139,OCR,LANDED HOUSING DEVELOPMENT,SIMON PLACE,33603.936179149996,38507.059154269999
140,RCR,SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,21351.8388,35862.8117
141,OCR,LANDED HOUSING DEVELOPMENT,MERAGI CLOSE,42114.511429699999,36117.852849299999
142,RCR,EASTWIND MANSIONS,JOO CHIAT TERRACE,35684.854246959997,32980.006375130001
143,OCR,FIORENZA,FLORENCE ROAD,33872.457080750002,38400.079902820002
144,OCR,THE MORNING GLORY,SIRAT ROAD,32838.289570070001,37661.950066180001
145,RCR,LANDED HOUSING DEVELOPMENT,JALAN KERIA,22356.079647560001,35923.62194723
146,OCR,PICARDY GARDENS,JALAN PARI BURONG,40275.997757699999,35215.64344147
147,OCR,TANGERINE GROVE,PAYA LEBAR CRESCENT,33303.014517040002,36924.911004909999
148,OCR,LANDED HOUSING DEVELOPMENT,PONGGOL TWENTY-FOURTH AVENUE,36516.4751,44547.5838
149,OCR,EAST BAY GARDENS,LORONG G TELOK KURAU,36812.124230959999,33358.951524969997
150,OCR,THE TOP RESIDENCE,SIMON PLACE,33526.38716892,38664.675280589999
151,OCR,CUBIK,LORONG K TELOK KURAU,36765.380401189997,32888.971899089998
152,RCR,CEYLON RESIDENCE,CEYLON ROAD,35392.885270409997,32378.342808180001
153,OCR,LANDED HOUSING DEVELOPMENT,FLOWER ROAD,33245.663648029998,38107.457188179997
154,RCR,THE PALLADIUM,BROOKE ROAD,35864.818995289999,31775.114202149999
155,RCR,SEA VIEW PARK,JALAN SEAVIEW,35038.255172480003,31381.74867326
156,RCR,CLEMENTI GARDENS,CLEMENTI CRESCENT,21380.84585057,33894.1698431
157,RCR,CASERO @ DUNMAN,DUNMAN ROAD,34748.933759099998,32453.559859729999
158,RCR,BUTTERWORTH VIEW,BUTTERWORTH LANE,34929.966600310001,32786.375318330002
159,RCR,LANDED HOUSING DEVELOPMENT,JALAN KHAMIS,28532.28660372,37294.346904850002
160,OCR,LANDED HOUSING DEVELOPMENT,JALAN KESOMA,33010.996375000003,36437.402068499998
161,RCR,HAWAII TOWER,MEYER ROAD,34350.609504269997,30971.081397149999
162,OCR,ISLAND COUNTRY VILLAS,CASUARINA WALK,27319.881150110001,39749.101372400001
163,RCR,SYCAMORE TREE,FOWLIE ROAD,35811.609198339997,32206.775201280001
164,OCR,LANDED HOUSING DEVELOPMENT,NALLUR ROAD,39032.168183880001,32701.553418240002
165,OCR,LIVIA,PASIR RIS GROVE,40178.563847410002,39394.537083680001
166,OCR,STRATUM,ELIAS ROAD,40373.8667,40217.3082
167,OCR,PASIR RIS BEACH PARK,PASIR RIS AVENUE,40424.737776309999,40451.989299939998
168,OCR,PARK RESIDENCES KOVAN,UPPER SERANGOON ROAD,33404.284702179999,37785.547556110003
169,RCR,LANDED HOUSING DEVELOPMENT,JALAN JAMBU AYER,22919.643840580002,35383.575700559998
170,RCR,SUNSHINE REGENCY,RAMBAI ROAD,36014.786596799997,32659.536741190001
171,OCR,BALCON EAST,UPPER EAST COAST ROAD,40182.065695459998,33042.809176889997
172,OCR,LANDED HOUSING DEVELOPMENT,MAYFLOWER WAY,28724.857621179999,39337.029672319998
173,RCR,THOMSON IMPRESSIONS,LORONG PUNTONG,27656.2667,38045.2322
174,OCR,PALM ISLES,FLORA DRIVE,42528.1968,37562.0776
175,RCR,LANDED HOUSING DEVELOPMENT,EVERITT ROAD,35762.7247,32867.1092
176,RCR,833 M B RESIDENCES,MOUNTBATTEN ROAD,35251.9731,31673.4793
177,RCR,LANDED HOUSING DEVELOPMENT,DUKU PLACE,36093.171125319998,32456.69575554
178,RCR,LANDED HOUSING DEVELOPMENT,MAYFIELD AVENUE,34556.770132960002,31251.043643550002
179,RCR,KILAT CENTRE,LORONG KILAT,21222.843730540001,35936.78093952
180,OCR,HIGHLAND COTTAGES,HIGHLAND WALK,33152.50104318,37955.331681459997
181,OCR,RESIDENTIAL APARTMENTS,LORONG L TELOK KURAU,36504.371713100003,32600.734569850001
182,OCR,LANDED HOUSING DEVELOPMENT,JALAN BULOH PERINDU,37647.766101149999,32296.786453429999
183,RCR,KATONG VILLE,TANJONG KATONG ROAD,34749.881740579998,32826.518425119998
184,OCR,LANDED HOUSING DEVELOPMENT,JALAN CHEMPAKA KUNING,40834.270055540004,34996.728357669997
185,OCR,LANDED HOUSING DEVELOPMENT,EASTWOOD GREEN,41625.306863729999,33907.99961766
186,OCR,LANDED HOUSING DEVELOPMENT,JALAN LEPAS,34090.852654330001,37552.655847840002
187,RCR,SUITES @ AMBER,AMBER ROAD,35434.966215240003,31398.06878605
188,OCR,SEA HORIZON,PASIR RIS RISE,41966.982,39810.7398
189,OCR,FREESIA WOODS,SUNSET WAY,20522.829769480001,33984.410075739997
190,RCR,LANDED HOUSING DEVELOPMENT,JALAN TERUBOK,28219.447338299999,37328.94171433
191,RCR,IMPERIAL HEIGHTS,IPOH LANE,34892.060078000001,32670.097908579998
192,OCR,PARC ELEGANCE,TELOK KURAU ROAD,36402.1677,33340.8854
193,OCR,LUCKY HILL,BEDOK TERRACE,40581.142014509997,34146.521741959997
194,OCR,BEDOK RIA,BEDOK RIA CRESCENT,41466.555017669999,34189.051028440003
195,OCR,CHUAN VISTA II,CHUAN DRIVE,31864.11220169,37967.6389662
196,RCR,LANDED HOUSING DEVELOPMENT,JALAN ISNIN,28503.150757540001,37178.51508083
197,RCR,THE SEA VIEW,AMBER ROAD,35575.436810339999,31589.74328552
198,OCR,LIMAU VILLAS,LIMAU RISE,40983.743875319998,34013.363070629997
199,OCR,LANDED HOUSING DEVELOPMENT,JALAN TUA KONG,38311.394978140001,33000.0836651
200,OCR,LIRIA TERRACE,MARIAM WALK,43030.600306350003,38042.875650869998
201,OCR,LANDED HOUSING DEVELOPMENT,JALAN PARI DEDAP,40349.9614,35120.8779
202,OCR,SUNGLADE,SERANGOON AVENUE 2,32198.906468439999,36774.056262600003
203,OCR,MODENA,SIMEI STREET 4,41494.102844409999,36094.149355709999
204,OCR,VILLAS AT KEW,KEW DRIVE,40976.437207840001,33644.917544879998
205,RCR,SPRING GARDENS,HAIG ROAD,35289.143041620002,32263.528092299998
206,RCR,TEMBELING MANSIONS,TEMBELING ROAD,35901.470765320002,32279.901997600001
207,RCR,LANDED HOUSING DEVELOPMENT,CRANBORNE ROAD,33994.073717920001,31866.850292469999
208,OCR,PARC CENTROS,PUNGGOL CENTRAL,35877.1305,42852.4267
209,OCR,TROPICANA CONDOMINIUM,JALAN TIGA RATUS,42222.730007099997,35973.509212569998
210,OCR,NEPTUNE COURT,MARINE VISTA,37765.360619779999,32179.654931929998
211,OCR,LANDED HOUSING DEVELOPMENT,JALAN MASTULI,33920.810068140003,37426.501587439999
212,OCR,RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,35715.7865,40340.4219
213,OCR,LOYANG GROVE,LOYANG BESAR CLOSE,41938.957171339998,40040.503493820001
214,OCR,LANDED HOUSING DEVELOPMENT,ST. PATRICK'S ROAD,36908.389333460001,32264.517508489999
215,RCR,THE CASCADIA,BUKIT TIMAH ROAD,22904.750853870001,35131.791599049998
216,OCR,LANDED HOUSING DEVELOPMENT,UPPER CHANGI ROAD,40878.509110300001,35036.138128569997
217,RCR,LEGENDA AT JOO CHIAT,JOO CHIAT LANE,35628.037914840001,32769.375638580002
218,RCR,SIGNATURE CREST,GRAY LANE,34651.520821139997,32736.465577460002
219,OCR,LANDED HOUSING DEVELOPMENT,JALAN TELITI,34489.478029969998,38081.896481019997
220,OCR,GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,31230.97662089,37211.445914669999
221,RCR,CENTURION 12,BRIGHT HILL CRESCENT,28033.54034751,37509.731960749997
222,RCR,LANDED HOUSING DEVELOPMENT,TOH TUCK DRIVE,20958.36081742,35958.073064060002
223,RCR,THE BEVERLY,TOH TUCK ROAD,20642.10560693,35665.402821789996
224,RCR,PARKSHORE,TANJONG RHU ROAD,32158.710547850001,31014.299425709999
225,RCR,LANDED HOUSING DEVELOPMENT,LORONG PISANG EMAS,21116.469725430001,36209.905559060003
226,OCR,HOMEY GARDENS,LORONG M TELOK KURAU,36406.554161140001,32495.986488459998
227,OCR,SHIRO,LORONG H TELOK KURAU,36320.170274559997,33089.166057660003
228,OCR,KOVAN REGENCY,KOVAN RISE,33791.8453,38407.5567
229,RCR,THE SILVER FIR,BUTTERWORTH LANE,34862.808666129997,32762.63133632
230,OCR,ST ANNE'S WOOD,ST. ANNE'S WOOD,35774.268820330003,41469.643204979999
231,OCR,FERRARIA PARK CONDOMINIUM,FLORA DRIVE,42567.535049030001,37831.385074530002
232,OCR,PALMWOODS,UPPER CHANGI ROAD,40689.714025190003,34917.973016119997
233,RCR,OLA RESIDENCES,MOUNTBATTEN ROAD,35317.2434,31711.6277
234,RCR,STRAITS RESIDENCES,JOO CHIAT PLACE,35915.1414,32862.8031
235,RCR,16 @ AMBER,AMBER ROAD,35301.781513510001,31327.480388949998
236,OCR,TREASURE MANSIONS,ROSYTH AVENUE,32940.678781950002,38170.574568829999
237,OCR,LANDED HOUSING DEVELOPMENT,SENNETT DRIVE,39751.320866469996,33373.868939529998
238,OCR,JEWEL @ BUANGKOK,COMPASSVALE BOW,34536.7783,40353.1043999999
239,RCR,TOH TUCK GARDEN,TOH TUCK CRESCENT,20461.69804445,35601.320165399998
240,RCR,VERSAILLES,HEMMANT ROAD,34357.670088999998,32675.880350240001
241,OCR,TERRASSE,TERRASSE LANE,32861.1197,38948.9479
242,RCR,EASTVILLE APARTMENTS,JOO CHIAT LANE,35759.634485049999,32794.525824520002
243,OCR,LANDED HOUSING DEVELOPMENT,TOH CLOSE,43244.885405509999,38464.082104429997
244,OCR,PARRY COURT,PARRY AVENUE,33267.167263939997,38435.799345960002
245,OCR,THE WATERLINE,POH HUAT ROAD WEST,32834.394459849998,38754.995652070002
246,OCR,BRIGHTON VIEW,BRIGHTON AVENUE,32416.589563680001,38057.765848470001
247,RCR,LANDED HOUSING DEVELOPMENT,JAGO CLOSE,36344.92373824,32060.675816659999
248,OCR,EASTWOOD GREEN,EASTWOOD ROAD,41537.886402740002,33888.314385599998
249,RCR,LANDED HOUSING DEVELOPMENT,JALAN REBANA,27551.863339070002,38277.12322822
250,OCR,CANARY PARK,JALAN SIMPANG BEDOK,40518.527853210001,35090.074920460003
251,RCR,CLOVER BY THE PARK,BISHAN STREET 25,29438.237573760002,38007.879841759997
252,OCR,THE CLEARWATER,BEDOK RESERVOIR VIEW,39273.890678039999,35514.893854070001
253,RCR,MELROSE VILLE,ROSE LANE,34683.046764650001,32560.750635220001
254,OCR,LANDED HOUSING DEVELOPMENT,EASTWOOD WALK,41767.279384189997,33855.599300799997
255,OCR,LANDED HOUSING DEVELOPMENT,LORONG AH SOO,33351.948067690003,36963.227098229999
256,RCR,THE NEXUS,BUKIT TIMAH ROAD,22809.7533,35108.9729
257,OCR,LANDED HOUSING DEVELOPMENT,JALAN KUANG,42301.127764340004,36522.194894609999
258,OCR,THE SPRINGBLOOM,SERANGOON AVENUE 3,31259.063423209998,36977.305334989998
259,OCR,EASTWOOD WALK GARDENS,EASTWOOD WALK,41788.507349140001,33890.428048340003
260,RCR,ROSE MAISON,HAIG AVENUE,35395.382303600001,32209.969442310001
261,RCR,LANDED HOUSING DEVELOPMENT,SEA AVENUE,36269.115438409999,31935.377933229999
262,RCR,HONG KONG PARK,BEE SAN AVENUE,22737.088796370001,35389.225632699998
263,OCR,LANDED HOUSING DEVELOPMENT,LORONG L TELOK KURAU,36545.191165139998,32711.31557426
264,OCR,LANDED HOUSING DEVELOPMENT,LORONG H TELOK KURAU,36675.8408,33159.365
265,RCR,BUTTERWORTH 33,BUTTERWORTH LANE,34954.841346509997,32787.903131610002
266,RCR,THE SERENNIA,PULASAN ROAD,36115.065864539997,32625.702331259999
267,RCR,REGIS MANSIONS,JALAN RAJAWALI,20764.395671589998,36147.348806249998
268,OCR,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,39404.678518129999,35519.087480350002
269,OCR,FOREST WOODS,LORONG LEW LIAN,32794.3834,37045.0792
270,RCR,VISTA GARDEN,TOH TUCK PLACE,20353.315300539999,35729.168780410001
271,RCR,THE CREEK @ BUKIT,TOH TUCK ROAD,20899.814880510001,35707.257928769998
272,OCR,LE LOYANG,JALAN LOYANG BESAR,41681.458833619997,40006.702817970002
273,OCR,BEDOK PESARI,JALAN GREJA,41581.5197921,33990.194909699999
274,RCR,MODA,EAST COAST ROAD,35747.498677839998,31845.64492456
275,OCR,SYMPHONY HEIGHTS,HUME AVENUE,20625.203533340001,37630.169577960003
276,OCR,SAVANNAH CONDOPARK,SIMEI RISE,42194.956308910003,36876.62862384
277,OCR,HORIZON GREEN,THOMSON WALK,27941.036648320001,39780.025996459999
278,RCR,LANDED HOUSING DEVELOPMENT,JALAN WAJEK,22349.555467059999,35961.92160236
279,RCR,LEVILLE ISUITES,CEYLON ROAD,35760.496102460001,32056.456131519998
280,OCR,JADE RESIDENCES,LEW LIAN VALE,32937.1195,36786.6886
281,OCR,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,,
282,RCR,LANDED HOUSING DEVELOPMENT,SERAYA ROAD ,35460.577078190003,32030.735649820001
283,RCR,BOONVIEW,MARYMOUNT TERRACE,28890.091370000001,37091.522267430001
284,RCR,SEVEN CRESCENT,CRESCENT ROAD,34755.358801550003,31390.239239029998
285,RCR,THE SILVERTON,HAIG LANE,35361.336478349997,32359.013580150001
286,OCR,VIBES @ KOVAN,KOVAN ROAD,32931.62845843,37442.289559459997
287,RCR,THE AMARELLE,LIM AH WOO ROAD,34578.406261049997,32829.524990279999
288,RCR,KISMIS COURT,TOH YI ROAD,21013.60481366,35588.104327369998
289,OCR,ESPIRA SUITES,LORONG G TELOK KURAU,36835.790446869999,33307.955276509999
290,RCR,LANDED HOUSING DEVELOPMENT,DAFFODIL DRIVE,27357.494097299999,37469.14079442
291,OCR,WATER VILLAS,KOVAN ROAD,33140.765760520003,37700.591575219998
292,OCR,LANDED HOUSING DEVELOPMENT,LORONG BANDANG,36490.914170819999,32943.077337930002
293,RCR,CASUARINA COVE,TANJONG RHU ROAD,32568.229766490001,31148.649830709999
294,OCR,SEASIDE RESIDENCES,SIGLAP LINK ,,
295,OCR,LANDBAY CONDOMINIUM,JALAN HAJIJAH,39415.153985070001,32776.970869610003
296,OCR,FRAGRANT GARDENS,UPPER PAYA LEBAR ROAD,33148.037353120003,36552.657890689997
297,OCR,LANDED HOUSING DEVELOPMENT,AH SOO GARDEN,33569.4108,36938.1981
298,OCR,MERA TERRACE,SEAGULL WALK,42591.111015709999,36583.898545590003
299,OCR,CASA FLORA,SALAM WALK,41040.653746749997,33730.280125729999
300,RCR,THOMSON THREE,BRIGHT HILL DRIVE,27791.4034,37715.2583
301,OCR,PALM GALLERIA,LORONG K TELOK KURAU,36767.4385,32807.0036
302,RCR,ASTOR GREEN,PINE GROVE,21708.481897940001,33407.678714959998
303,OCR,MY MANHATTAN,SIMEI STREET 3,41407.829,35999.0586
304,OCR,CHUAN GREEN,CHUAN DRIVE,31705.755660220002,38055.989050139997
305,OCR,LAGUNA GREEN,JALAN HAJIJAH,39284.303945039998,32787.543516889999
306,RCR,LANDED HOUSING DEVELOPMENT,BROADRICK CLOSE,34375.723036940002,32030.009705430001
307,OCR,CHOON KIM HOUSE,UPPER SERANGOON ROAD,33124.398184279999,37394.423814080003
308,RCR,LANDED HOUSING DEVELOPMENT,DUKU ROAD,36166.07247978,32525.354998039999
309,RCR,EURO-ASIA LODGE,JOO CHIAT TERRACE,35638.882924999999,32993.230827570002
310,OCR,THE SANTORINI,TAMPINES STREET 86,38547.9999,37076.8628
311,RCR,EAST GALLERIA,SEA AVENUE,36239.083401300002,32022.797002830001
312,RCR,LANDED HOUSING DEVELOPMENT,WILKINSON ROAD,34410.246502389997,31694.117479460001
313,RCR,SHERWOOD TOWER,JALAN ANAK BUKIT,21903.2183,35636.0776
314,RCR,SERAYA COURT,SERAYA LANE,35389.786792359997,32122.97494921
315,RCR,SANTA FE MANSIONS,MARGATE ROAD,34188.191270259997,31404.71984841
316,RCR,ONE EIGHTIES RESIDENCES,JOO CHIAT TERRACE,36020.583254469998,33022.13081629
317,OCR,WATERCREST,LOYANG BESAR CLOSE,41894.577744560001,39991.286611939997
318,RCR,AMBER PARK,AMBER GARDENS,35379.315000870002,31496.218615670001
319,OCR,BEDOK PARK,LIMAU GARDEN,40996.765332479999,33932.178405140002
320,OCR,MERIDIAN 38,LORONG M TELOK KURAU,36632.718548899999,32521.89989894
321,OCR,LANDED HOUSING DEVELOPMENT,BEDOK GARDEN,41243.562035350001,33912.39685358
322,OCR,LANDED HOUSING DEVELOPMENT,JALAN TANJONG,40220.010639820003,34539.471561500003
323,OCR,THE PROMENADE@PELIKAT,JALAN PELIKAT,34061.70545529,37494.461343680002
324,RCR,LANDED HOUSING DEVELOPMENT,PARKSTONE ROAD,34866.070857599997,32135.959713490001
325,OCR,SOLARIS RESIDENCES,PAYA LEBAR CRESCENT,33406.188435789996,36914.062771149998
326,OCR,STILL MANSIONS,STILL ROAD,36406.021660449997,32350.944953099999
327,RCR,LANDED HOUSING DEVELOPMENT,KISMIS PLACE,20413.023695000001,35349.131373109999
328,OCR,THE EDEN AT TAMPINES,TAMPINES STREET 34,42015.592481490003,37556.57739658
329,OCR,D'ELIAS,ELIAS TERRACE,40022.212738609999,39437.968735309997
330,OCR,THE TROPICA,TAMPINES AVENUE 1,38458.633620200003,36764.30192182
331,OCR,HERITAGE RESIDENCES,LORONG L TELOK KURAU,36870.24356191,32756.896444479999
332,OCR,URBAN VISTA,TANAH MERAH KECHIL LINK,40399.254,34371.7671
333,RCR,THE VIEW @ MEYER,MEYER ROAD,33999.608350259997,31203.231855859998
334,RCR,CORAL PARK,JALAN PEMIMPIN,29109.63482165,37349.952131750002
335,RCR,THE BELVEDERE,MEYER ROAD,34021.43600851,31079.984178980001
336,OCR,APOLLO GARDENS,SUNBIRD AVENUE,41993.232504250002,35758.1610797
337,OCR,EASTWOOD LODGE,EASTWOOD ROAD,41766.87930646,33697.361921899999
338,RCR,ONE FORT,FORT ROAD,33780.314330610001,31415.088473789999
339,OCR,AVILA GARDENS,FLORA ROAD,42663.273987790003,38032.557517590003
340,OCR,THE BALE,LORONG H TELOK KURAU,36150.419018859998,33019.7523977
341,RCR,CHEOW KENG GARDEN,CHEOW KENG ROAD,36130.947554010002,32192.801316579998
342,OCR,TANAH MERAH MANSION,TANAH MERAH KECHIL ROAD SOUTH,40726.89221266,33843.311432089999
343,OCR,THE ESPARIS,PASIR RIS DRIVE 4,42115.551208949998,39036.715434099999
344,RCR,LANDED HOUSING DEVELOPMENT,EAST COAST ROAD,38200.353265769998,32728.60616354
345,OCR,RESIDENTIAL APARTMENTS,FLOWER ROAD,33221.39955825,38109.057790639997
346,OCR,RESIDENTIAL APARTMENTS,YIO CHU KANG ROAD,,
347,OCR,A TREASURE TROVE,PUNGGOL WALK,35444.3021,43061.6119
348,OCR,LANDED HOUSING DEVELOPMENT,HOW SUN ROAD,33263.335807130002,36439.794524240001
349,OCR,LANDED HOUSING DEVELOPMENT,WOO MON CHEW ROAD,38914.206979469997,33225.088157779997
350,OCR,GLASGOW RESIDENCE,GLASGOW ROAD,33039.830668779999,38227.808958820003
351,OCR,LANDED HOUSING DEVELOPMENT,JALAN BATALONG,42590.22941614,38095.543129880003
352,RCR,BUTTERWORTH 8,BUTTERWORTH LANE,34818.159075309998,32706.181426119999
353,OCR,FORTUNE PARK,TAMPINES ROAD,34399.508399319999,38222.48401618
354,OCR,Q BAY RESIDENCES,TAMPINES STREET 86,38453.501,37036.4287
355,OCR,BALLOTA PARK CONDOMINIUM,MARIAM WAY,43008.983349289997,37838.580756509997
356,OCR,UBER 388,UPPER EAST COAST ROAD,39762.1873,32893.2379
357,RCR,FULTON HILL,FULTON AVENUE,28146.000810400002,38225.774249230002
358,RCR,LANDED HOUSING DEVELOPMENT,JALAN LEMBAH THOMSON,27942.401453740002,37190.337686230002
359,OCR,BEDOKVILLE,JALAN LIMAU NIPIS,40689.118351499998,34097.734248980003
360,RCR,MARYMOUNT VIEW,PEMIMPIN DRIVE,28882.761464499999,37258.022855219999
361,OCR,RESIDENCES @ JANSEN,JANSEN ROAD,32808.494703369997,38019.201358230003
362,RCR,THE LUSH,DUKU ROAD,35966.7512,32373.934
363,RCR,RISING COURT,JOO CHIAT ROAD,35924.18943912,32157.568147749998
364,RCR,LANDED HOUSING DEVELOPMENT,JALAN KUAK,28830.4581714,37479.847778600003
365,RCR,LANDED HOUSING DEVELOPMENT,SWANAGE ROAD,34765.768268159999,32386.092950050001
366,OCR,D'PAVILION,UPPER SERANGOON ROAD,33292.278560670001,37623.876690339997
367,RCR,LANDED HOUSING DEVELOPMENT,SANDY LANE,34673.741732049998,32700.98082038
368,OCR,THE HACIENDA,HACIENDA GROVE,38422.990074479999,32986.153482649998
369,OCR,HIGHLAND CENTRE,YIO CHU KANG ROAD,32883.580187269997,37492.251652170001
370,RCR,EIS RESIDENCES,HAIG AVENUE,35350.869458950001,32238.23882453
371,RCR,SKY VUE,BISHAN STREET 15,29970.6095,37198.066
372,RCR,LANDED HOUSING DEVELOPMENT,JALAN BERJAYA,29283.62819431,37209.579648700002
373,RCR,CHAPEL COURT,SEA AVENUE,36317.191135949997,31992.373319660001
374,OCR,LANDED HOUSING DEVELOPMENT,HOW SUN AVENUE,33275.440446990002,36330.085292639999
375,OCR,TOH ESTATE,TOH AVENUE,43623.81089277,38568.992547619997
376,OCR,SPACE @ KOVAN,YIO CHU KANG ROAD,32840.0559,37423.9352
377,OCR,THE TROPIC GARDENS,UPPER EAST COAST ROAD,39665.00067938,32957.449992380001
378,OCR,LANDED HOUSING DEVELOPMENT,RICHARDS PLACE,33295.9773,38217.668
379,RCR,MAPLE WOODS,BUKIT TIMAH ROAD,22562.508733349998,35217.73273072
380,OCR,LANDED HOUSING DEVELOPMENT,UPPER CHANGI ROAD NORTH,43745.849415519998,38561.347849949999
381,OCR,NAUNG RESIDENCE,JALAN NAUNG,34636.549975630002,38886.972866299998
382,OCR,LANDED HOUSING DEVELOPMENT,SUNSET HEIGHTS,20866.185663950001,34515.292326509998
383,RCR,SEA AVENUE MANSIONS,SEA AVENUE,36195.67108462,32004.17839794
384,OCR,EAST COAST PARK,FIRST STREET,38060.072123230003,32902.040582319998
385,RCR,BUKIT REGENCY,UPPER BUKIT TIMAH VIEW,21014.24764755,36541.193561310001
386,OCR,LANDED HOUSING DEVELOPMENT,HILLSIDE DRIVE,32762.397353269999,37873.824738829997
387,OCR,PALM HAVEN,PALM GROVE AVENUE,32978.75704201,38078.613455910003
388,OCR,ASTON GREEN,PAYA LEBAR CRESCENT,33491.880855179998,36735.818905609998
389,OCR,CASA ESPANIA,GAMBIR WALK,32668.914497290001,36322.452894859998
390,OCR,D' BELLA TERRACE,FLORENCE ROAD,33840.629429190003,38450.373749990002
391,RCR,FULCRUM,FORT ROAD,33752.93975188,31233.282742929999
392,OCR,THE CHUAN,LORONG CHUAN,31074.404443489999,36919.558264559998
393,OCR,THE SILVER SPURZ,BRIGHTON AVENUE,32440.425717330001,38000.982242479997
394,RCR,MEIER SUITES,MARGATE ROAD,34176.734630089997,31253.891974719999
395,RCR,EAST VIEW,BROOKE ROAD,35830.665808819997,31802.568847940002
396,RCR,HAIG ELEVEN,HAIG AVENUE,35362.8490775,32310.662297840002
397,OCR,CAMELODGE,UPPER EAST COAST ROAD,38675.8483,32820.9957
398,OCR,LANDED HOUSING DEVELOPMENT,JALAN DONDANG SAYANG,37736.990302889999,32479.302393579999
399,OCR,EASTVALE,PASIR RIS DRIVE 3,41335.770048929997,39622.27742106
400,OCR,KNOX VIEW,LORONG M TELOK KURAU,36508.751067109998,32556.334742649999
401,OCR,LANDED HOUSING DEVELOPMENT,MENG SUAN ROAD,25737.489037960001,42790.643675300001
402,OCR,BAYWATER,BEDOK RESERVOIR ROAD,39039.811730089997,35524.416929780001
403,RCR,THE ARIEL,LORONG 105 CHANGI,35746.100877609997,33140.682049440002
404,OCR,YIO CHU KANG TERRACE,YIO CHU KANG TERRACE,32651.526742709998,37911.000596559999
405,RCR,BRADDELL VIEW,BRADDELL HILL,29003.740281909998,35908.908035680002
406,OCR,VIBES@UPPER SERANGOON,UPPER SERANGOON ROAD,32222.224038549998,36328.1156661
407,RCR,LANDED HOUSING DEVELOPMENT,THOMSON RIDGE,27792.152494940002,37084.093722379997
408,RCR,TEMBELING RESIDENCE,TEMBELING ROAD,35949.771632159997,32178.764472619999
409,OCR,EDELWEISS PARK CONDOMINIUM,FLORA ROAD,42907.177991449997,37629.60145242
410,RCR,LAKEVIEW ESTATE,UPPER THOMSON ROAD,28107.229547030001,36834.42760367
411,RCR,CANNAVILLE,DUKU ROAD,36005.1575,32366.336
412,OCR,LANDED HOUSING DEVELOPMENT,JALAN KELEMPONG,42927.271635709999,38250.213056779999
413,OCR,SIMEI GREEN CONDOMINIUM,SIMEI STREET 4,41872.687129469997,35913.208308920002
414,RCR,ISLAND PARK,JALAN TAMBUR,27571.907012119999,38545.003986829997
415,RCR,RESIDENTIAL APARTMENTS,BINJAI PARK,22815.20549239,35386.122057569998
416,OCR,LIMAU PARK,JALAN LIMAU BALI,40801.187086419997,33860.94561289
417,RCR,BINJAI CREST,JALAN KAMPONG CHANTEK,22945.5319,36224.8399
